;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Average of Availability (%);;;;;;;;;;Average of SLA VSAT;;;;;;;;;;Total Average of Availability (%);Total Average of SLA VSAT;;;;Average of Availability (%);;;;;;;;;;Average of SLA VSAT;;;;;;;;;;Total Average of Availability (%);Total Average of SLA VSAT;;;;;;;;;;;;;
;;;;;6;7;8;9;;;;;;;6;7;8;9;;;;;;;;;;;60;6;7;8;9;;;;;;;6;7;8;9;;;;;;;;;;;;;;;;;;;;;
;;;Site ID;Site Name;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;Site ID;Site Name;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;;;;;;;;;;;;
;;;PAP0081;AROMAREA;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0081;AROMAREA;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0083;KANAWA;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0083;KANAWA;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0084;TATUI;0;0;0;0;3,06;0;0;0;0;0;0;0;0;0,00%;8,33%;0,00%;0,00%;0,00%;0,00%;0,00%;0,11;0,30%;;PAP0084;TATUI;0,00;0,00;0,00;0;3,06;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;8,33%;0,00%;0,00%;0,00%;0,00%;0,00%;0,11;0,30%;;;;;;;;;;;;;
;;;PAP0085;ARIEPI;24,79;28,48142857;25,62714286;27,19;24,48;30,92;26,56;0,64;29,37;29;0,392857143;0,428571429;0,415178571;42,71%;41,67%;43,75%;40,63%;32,29%;42,71%;43,75%;25,73;41,18%;;PAP0085;ARIEPI;24,79;28,48;25,63;27,19;24,48;30,92;26,56;0,64;29,37;29;39,29%;42,86%;41,52%;42,71%;41,67%;43,75%;40,63%;32,29%;42,71%;43,75%;25,73;41,18%;;;;;;;;;;;;;
;;;PAP0086;SARWANDORI I;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0086;SARWANDORI I;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0087;AMBAIDIRU;0;0;0;0;0;0;0;0;38,54;66,53;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;42,71%;68,75%;3,75;3,98%;;PAP0087;AMBAIDIRU;0,00;0,00;0,00;0;0;0;0;0;38,54;66,53;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;42,71%;68,75%;3,75;3,98%;;;;;;;;;;;;;
;;;PAP0088;MAMBO;0;0;0;0;0;5,98;0;0;0;0;0;0;0;0,00%;0,00%;14,58%;46,88%;2,08%;34,38%;38,54%;0,21;4,87%;;PAP0088;MAMBO;0,00;0,00;0,00;0;0;5,98;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;14,58%;46,88%;2,08%;34,38%;38,54%;0,21;4,87%;;;;;;;;;;;;;
;;;PAP0089;PANDUAMI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0089;PANDUAMI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0090;NUMAMAN;52,80285714;56,35428571;51,15285714;45,08;35,65;64,96;100;32,08;67,19;80,19;0,977678571;1;0,953869048;71,88%;100,00%;78,13%;100,00%;78,13%;69,79%;93,75%;55,26;94,42%;;PAP0090;NUMAMAN;52,80;56,35;51,15;45,08;35,65;64,96;100;32,08;67,19;80,19;97,77%;100,00%;95,39%;71,88%;100,00%;78,13%;100,00%;78,13%;69,79%;93,75%;55,26;94,42%;;;;;;;;;;;;;
;;;PAP0091;RAMANGKURANI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0091;RAMANGKURANI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0092;SARAWANDORI II;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0092;SARAWANDORI II;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0093;ARIEPI II;31,98857143;33,42285714;23,18428571;0;0;0;0;0;0;0;0,412202381;0,443452381;0,30952381;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;22,15;29,13%;;PAP0093;ARIEPI II;31,99;33,42;23,18;0;0;0;0;0;0;0;41,22%;44,35%;30,95%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;22,15;29,13%;;;;;;;;;;;;;
;;;PAP0094;MANAININ;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0094;MANAININ;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0113;TAREI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0113;TAREI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0128;WOOI;99,98142857;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0128;WOOI;99,98;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0129;WOINAP;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0129;WOINAP;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0130;AIBONDENI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0130;AIBONDENI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0131;KANAKI;0;0;0;0;0;0;0;0;0;0;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;0,00;99,85%;;PAP0131;KANAKI;0,00;0,00;0,00;0;0;0;0;0;0;0;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;0,00;99,85%;;;;;;;;;;;;;
;;;PAP0134;HAIHOREI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0134;HAIHOREI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0136;JAIMARIA;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0136;JAIMARIA;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0137;AWADO;100;100;100;100;100;100;100;100;78,17;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;80,21%;100,00%;99,22;99,14%;;PAP0137;AWADO;100,00;100,00;100,00;100;100;100;100;100;78,17;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;80,21%;100,00%;99,22;99,14%;;;;;;;;;;;;;
;;;PAP0140;ASAI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0140;ASAI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0142;WAISANI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0142;WAISANI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0154;JENIARI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0154;JENIARI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0155;AUSEM;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0155;AUSEM;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0158;YAPAN;67,20714286;100;100;100;10,35;49,84;100;100;100;100;0,6875;1;0,994047619;100,00%;20,83%;50,00%;100,00%;100,00%;100,00%;100,00%;86,81;87,43%;;PAP0158;YAPAN;67,21;100,00;100,00;100;10,35;49,84;100;100;100;100;68,75%;100,00%;99,40%;100,00%;20,83%;50,00%;100,00%;100,00%;100,00%;100,00%;86,81;87,43%;;;;;;;;;;;;;
;;;PAP0169;ROSAYENDI;100;99,99;100;100;100;100;100;100;99,98;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0169;ROSAYENDI;100,00;99,99;100,00;100;100;100;100;100;99,98;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0171;NERMNU;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0171;NERMNU;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0186;KANDIBUNDI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0186;KANDIBUNDI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0187;SOSMAI;100;100;100;100;100;100;100;100;99,89;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0187;SOSMAI;100,00;100,00;100,00;100;100;100;100;100;99,89;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0191;SAWAI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0191;SAWAI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0193;YERUBOI;100;100;100;100;100;100;100;100;99,97;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0193;YERUBOI;100,00;100,00;100,00;100;100;100;100;100;99,97;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0197;WASANI;100;92,22142857;100;100;100;100;100;100;100;100;1;0,927083333;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;98,06;98,03%;;PAP0197;WASANI;100,00;92,22;100,00;100;100;100;100;100;100;100;100,00%;92,71%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;98,06;98,03%;;;;;;;;;;;;;
;;;PAP0198;KARUIBERIK;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0198;KARUIBERIK;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0200;INYOBI;100;69,97142857;64,77285714;100;100;15,98;53,95;100;100;100;1;0,813988095;0,994047619;100,00%;100,00%;23,96%;54,17%;100,00%;100,00%;100,00%;79,04;90,85%;;PAP0200;INYOBI;100,00;69,97;64,77;100;100;15,98;53,95;100;100;100;100,00%;81,40%;99,40%;100,00%;100,00%;23,96%;54,17%;100,00%;100,00%;100,00%;79,04;90,85%;;;;;;;;;;;;;
;;;PAP0208;KABIDON;100;100;100;100;100;100;100;100;99,97;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0208;KABIDON;100,00;100,00;100,00;100;100;100;100;100;99,97;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0209;SUNYAR;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0209;SUNYAR;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0210;MOIBAKEN;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0210;MOIBAKEN;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0212;SYABES;100;100;100;100;100;100;100;100;99,87;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0212;SYABES;100,00;100,00;100,00;100;100;100;100;100;99,87;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0213;SUNERI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0213;SUNERI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0214;ASUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0214;ASUR;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0215;WASORI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0215;WASORI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0216;SOR;11,59428571;44,97;26,80714286;44,49;43,65;43,95;40,73;36,95;45,43;39,95;0,486607143;0,461309524;0,418154762;47,92%;45,83%;45,83%;43,75%;38,54%;46,88%;42,71%;31,38;45,28%;;PAP0216;SOR;11,59;44,97;26,81;44,49;43,65;43,95;40,73;36,95;45,43;39,95;48,66%;46,13%;41,82%;47,92%;45,83%;45,83%;43,75%;38,54%;46,88%;42,71%;31,38;45,28%;;;;;;;;;;;;;
;;;PAP0221;RUMBIN;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0221;RUMBIN;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0222;ROIDIFU;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0222;ROIDIFU;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0224;WOUNA;45,79142857;86,86285714;100;100;100;100;100;100;99,79;100;0,994047619;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;83,16;99,70%;;PAP0224;WOUNA;45,79;86,86;100,00;100;100;100;100;100;99,79;100;99,40%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;83,16;99,70%;;;;;;;;;;;;;
;;;PAP0225;WODU;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0225;WODU;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0226;FARUSI;100;100;100;100;100;100;100;100;99,94;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0226;FARUSI;100,00;100,00;100,00;100;100;100;100;100;99,94;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0228;SWAINOBER;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0228;SWAINOBER;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0229;MARDORI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0229;MARDORI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0232;SARWA;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0232;SARWA;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0260;MAKMAKERBO;0;0;0,264285714;37,93;31,85;39,51;40,32;33,8;42;42,49;0;0;0,016369048;11,46%;46,88%;45,83%;46,88%;42,71%;46,88%;45,83%;9,63;10,64%;;PAP0260;MAKMAKERBO;0,00;0,00;0,26;37,93;31,85;39,51;40,32;33,8;42;42,49;0,00%;0,00%;1,64%;11,46%;46,88%;45,83%;46,88%;42,71%;46,88%;45,83%;9,63;10,64%;;;;;;;;;;;;;
;;;PAP0261;WOPES;100;100;100;100;100;100;100;100;99,94;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0261;WOPES;100,00;100,00;100,00;100;100;100;100;100;99,94;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0264;SANSUNDI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0264;SANSUNDI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0272;PAPATO;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0272;PAPATO;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0275;PUDOTADI;100;99,98428571;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0275;PUDOTADI;100,00;99,98;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0282;IDAIYO;0;0;0;0;0;0;0;0;0;0;0;0;0,00297619;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,07%;;PAP0282;IDAIYO;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,30%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,07%;;;;;;;;;;;;;
;;;PAP0285;AMOPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0285;AMOPA;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0293;PUTAKOGOPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0293;PUTAKOGOPA;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0295;YABOMAIDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0295;YABOMAIDA;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0301;BODATADI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0301;BODATADI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0302;TOYAIMOTI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0302;TOYAIMOTI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0303;ABATADI;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0303;ABATADI;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP0304;TAGIYA;100;100;99,99142857;99,93;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP0304;TAGIYA;100,00;100,00;99,99;99,93;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP0307;GANIATAKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP0307;GANIATAKA;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
